,Player,Position,season,draft_score
7009,Jordan McGillivray,LW,2003,0.0872047826735935
7010,Pavel Skumatov,RW,2015,0.08718163233380904
7011,Pier-Antoine Dion,C,2009,0.08718125700038014
7012,Garrett Armour,LW,2015,0.08715489144856656
7013,Cameron Abney,RW/D,2009,0.08715310545076921
7014,Matt Sawa,C,2005,0.08713580858215669
7015,Steve Lebel,LW,2010,0.08712063063133589
7016,Devon MacAusland,C,2009,0.08711294544865823
7017,Cain Franson,LW/C,2011,0.08711148625073974
7018,Levi Lind,C,2006,0.08709393701057028
7019,Mikaël Bédard,F,2006,0.08708741505029535
7020,Liam Ham,D,2017,0.0870683406660219
7021,Matt Pepe,D,2005,0.0870476568836913
7022,Jamison Orr,F,2004,0.0870466280020421
7023,Lucas LaBelle,LW,2007,0.08703299181902094
7024,Sam Fioretti,C,2011,0.08702923474207697
7025,Philippe Pelletier-Leblanc,C,2015,0.08702558273052213
7026,Jake Trask,C,2009,0.0870196951241573
7027,Tristyn DeRoose,LW/C,2017,0.08700754528764115
7028,Nicholas Hotson,D,2005,0.08699946486852322
7029,Denis Creighton,F/D,2012,0.08699578804377875
7030,Tim Traber,RW,2011,0.08699553311962152
7031,Christian Magnus,RW,2010,0.08699152204115992
7032,Victor Provencher,LW,2011,0.086985745945423
7033,Brayden Rose,D,2011,0.08697816892742069
7034,Charles Guèvremont,C,2013,0.0869526358656608
7035,Dominic Savoie,RW,2008,0.08692858957313568
7036,Matthew Gelinas,LW,2014,0.08692748815179657
7037,Matej Bene,RW,2010,0.08692238211362582
7038,Preston Mosewich,LW,2005,0.08685283617393391
7039,Branden Klatt,LW,2017,0.08684461675544561
7040,Michael Szczachor,LW,2004,0.08684355602785471
7041,Brad Hoban,RW,2009,0.08683220616391622
7042,Sam Klassen,D,2007,0.08682251362854596
7043,Michael Holmes,D,2015,0.08678936013155861
7044,Kelton Hatcher,D,2017,0.08678144636722497
7045,Tanner Jeannot,LW,2015,0.08677801837841137
7046,Kyle Verdino,D/LW,2010,0.08673835330516502
7047,Olivier Daunais,C,2008,0.08670573130306347
7048,Giffen Nyren,D/C,2007,0.08670544652103827
7049,Chris Chaddock,C,2015,0.08670337196650418
7050,Garrett Robinson,LW,2006,0.08670326933108263
7051,Louis-Philippe Simard,F/C,2015,0.08668781371356829
7052,Luke Betts,LW,2007,0.08668618094966135
7053,Jesse Knowler,LW,2012,0.08668367837507593
7054,Félix Jarry,LW,2012,0.0866631217667985
7055,Travis Brisebois,C,2005,0.08665555546609095
7056,Luke Hewitt,LW,2003,0.08663889609077406
7057,Kyle Ward,LW,2016,0.0866210333180617
7058,Olivier Donovan,RW,2006,0.08660046823378527
7059,T.J. Mulock,RW,2003,0.08655719084104835
7060,Dominick Favreau,C,2010,0.086549763398384
7061,Jeremy McKenna,RW,2017,0.08653829714903599
7062,Brandon MacLean,RW/C,2009,0.08652431114015981
7063,Matt Alfaro,C,2014,0.08651580898938452
7064,Josh Currie,RW/C,2011,0.08651033194834737
7065,Christian Wejse,C/LW,2017,0.08650605943436607
7066,Luc-Olivier Blain,C,2008,0.0865058713776024
7067,Josh Cowen,RW,2009,0.08647780306897167
7068,Lucas Thierus,RW,2016,0.0864723309192792
7069,David Dotan,D/F,2009,0.086445169769225
7070,John Kopp,F,2003,0.08644182160128272
7071,Ryan Shipley,D,2012,0.08643115666459529
7072,Mason Burr,RW,2012,0.08643097945791367
7073,Brock Montgomery,RW,2010,0.0864308868011056
7074,Simon Chevrier,RW,2015,0.08637959561056843
7075,Cédrick Henley,LW,2010,0.08636832635005937
7076,Josh Connolly,D,2013,0.08635311145304181
7077,Kyle Rhodes,D,2016,0.08635082528196589
7078,Kyle Ross,C,2004,0.08633801593922583
7079,Clayton Kirichenko,D,2014,0.08633649554538746
7080,Christophe Losier,C,2009,0.08631059490474616
7081,Danyck Calgaro,LW,2016,0.08631057985596996
7082,Dominik Rehák,C/RW,2013,0.08630462131190084
7083,Jeff Hubic,LW/D,2012,0.08629772260602818
7084,Charles-Olivier Ouimet,C,2016,0.08628137222809405
7085,Luke Harrison,RW,2014,0.0862808961845474
7086,Mike Bushby,D,2005,0.08627080695254999
7087,Jimmy Paradis,LW,2013,0.08625140887190774
7088,Keith Voytechek,LW,2005,0.08624735520536725
7089,Corey Tyrell,C,2009,0.08623374931948402
7090,Maxime Cliche,LW,2007,0.08621301712692006
7091,Noah Massie,D,2017,0.08618506297998069
7092,Philippe Poirier,D,2005,0.08618506286883756
7093,Vincent Lavigueur,C,2007,0.08617282198929938
7094,Vyacheslav Seluyanov,D,2005,0.08616247198954427
7095,Anthony Chapados,LW,2014,0.08615402656127931
7096,Francis Filion,LW,2007,0.08615213171883149
7097,William Brown,D,2016,0.0861520604872669
7098,Michael Burns,RW,2009,0.08613821011784623
7099,Félix-Antoine Bergeron,LW,2012,0.08613818548219719
7100,Tristan Tremblay,RW,2013,0.08612468963415298
7101,Mikhail Churlyayev,D,2008,0.08611527862616847
7102,Sean Richards,LW,2017,0.08610693243648904
7103,Maxim Kazakov,LW,2011,0.08609290740924455
7104,Neil Tarnasky,C,2011,0.08608284046853548
7105,Brandon Peet,C,2004,0.08607831912033276
7106,Mathieu Olivier,RW,2015,0.08606798388831408
7107,Jérémi LaPierre,C,2004,0.08604818811394152
7108,Colby Harmsworth,D,2013,0.08604618267255812
7109,Brett Crossley,C,2016,0.08604515799880477
7110,Keir Ross,D,2007,0.08604256276480776
7111,Nicolas Hébert,C,2014,0.08601310693939529
7112,Steve Oursov,C,2009,0.08600163350360956
7113,Josh Carrick,D,2014,0.08599628428263487
7114,Stéphane Goulet,RW,2004,0.08598931867025505
7115,Sena Acolatse,D/RW,2009,0.08598625778046674
7116,Alex Black,D,2015,0.08598615359460805
7117,David Taylor,RW,2007,0.08596367785783317
7118,Ryan Hanes,LW,2010,0.08596295464903635
7119,Matthew Whitaker,LW,2008,0.08595843978282294
7120,Kenzie Sheppard,LW,2005,0.08593604562392866
7121,Pierre-Alexandre Joncas,RW,2006,0.08593572009604215
7122,Kynan Berger,C,2017,0.08593497236881671
7123,Alex Lemieux,RW,2011,0.08593009870503232
7124,Kevin Duchaîne,C,2003,0.08592685477143183
7125,Cédric Paré,C,2017,0.08592247321992483
7126,Ilya Putintsev,RW,2016,0.08590945900823302
7127,Daniel Smith,LW,2007,0.08590209337816386
7128,Chris Cunningham,D,2003,0.08586761444592707
7129,Travis Randell,C,2009,0.08585699242783384
7130,Scott Lavigne,D,2005,0.08582150119941119
7131,Martin D'Anjou,LW,2009,0.08578488235360741
7132,Jessy Morin,RW,2013,0.08578463997504124
7133,Nils Moser,RW,2011,0.08577780701031087
7134,Samuel Landry,C,2013,0.08577555277427826
7135,David Duhamel,C,2010,0.08577386843364512
7136,Julien Proulx,LW/D,2014,0.08576690971068582
7137,Kyle Kelly,C,2006,0.08576513200974813
7138,Jack Kilgour,LW,2016,0.08576360007797816
7139,Konstantin Klimontov,D,2009,0.08575477958235807
7140,Dale Weise,RW,2006,0.08575107768935497
7141,Éric Faille,RW,2007,0.08574485239296614
7142,Sébastien Bergeron,LW,2010,0.08572484193770312
7143,Anthony Poulin,C,2017,0.08571845137398398
7144,Owen Stewart,D,2014,0.08571316727391423
7145,Ken Peroff,D,2008,0.08569637471373048
7146,Peter Woulds,C,2015,0.08567426489924743
7147,Lindon Beckwith,LW,2012,0.08567426489923297
7148,Brad Good,D,2004,0.08566774301798667
7149,Pierre-Alexandre Ouellet,C,2010,0.08566528582795757
7150,Matthew Cusson,RW,2014,0.08565348744288477
7151,Mathieu Gingras,C,2009,0.08565306355055088
7152,Spencer Gerth,RW,2016,0.08564985466362283
7153,Alexandre Monahan,LW,2006,0.08561054285980492
7154,Gabriel Gosselin,C,2015,0.08556273341644863
7155,Akash Bains,LW,2017,0.08555489904412716
7156,Vincent Boudreau-Plouffe,RW,2011,0.0855363264326605
7157,Chantz Petruic,C/LW,2017,0.08548658072714503
7158,Matthew David,LW/D,2006,0.08548089641982139
7159,Dave Bouchard,LW,2005,0.08546860161768421
7160,Cole Sanford,RW/C,2013,0.08546849474236191
7161,Ty Comrie,C,2015,0.08545729149744899
7162,Taylor Crunk,LW,2013,0.08544807830948045
7163,Charles Farmer,F,2017,0.08544742813290601
7164,Sean Ryan,D,2006,0.08542476895341558
7165,Joël Caron,C/RW,2014,0.08540957249306938
7166,Marc-André Crête,D,2005,0.0854056971784283
7167,Matt McCready,D,2005,0.08539940328494214
7168,Noah Zilbert,F,2013,0.08537780032421266
7169,Jonathan Aspirot,D/LW,2017,0.08536990714872816
7170,Brent Turnbull,F,2012,0.08536453163155283
7171,Derek Dicaire,F,2017,0.08534914453558583
7172,Simon Lepage,C,2004,0.08534379044601892
7173,Charles-Éric Légaré,LW,2012,0.08531514117919368
7174,Michael Pain,D,2004,0.08531122298721436
7175,Jared Vokey,LW,2003,0.08530829025577064
7176,Vincent Watt,LW,2014,0.08530036832439405
7177,Martin Kubaliak,D,2003,0.08528397648431657
7178,Trent Samuels-Thomas,F,2011,0.0852729699927698
7179,Giovanni Fiore,LW/RW,2014,0.08527285646099636
7180,Simon Bolduc,RW,2005,0.08526248922338495
7181,Jeremy Schappert,D,2007,0.08525456785916091
7182,Chris Chimienti,D,2004,0.08524049582506614
7183,Mathieu Ayotte,C,2014,0.08521562509983958
7184,Alexis Dufour,C,2011,0.08519635709136683
7185,Zack Gonek,F,2014,0.08519447975626945
7186,Jordan Fuder,C,2005,0.08518092035001171
7187,Jock Sutter,D,2006,0.08516496603501147
7188,Olivier Schingh-Gomez,D/LW,2016,0.08516347807353108
7189,Graham Potuer,D,2006,0.08514411896240894
7190,Kyle Lamb,RW,2004,0.08514208230804218
7191,Simon Grønvaldt,D,2009,0.08514198667620915
7192,Ryan Chipman,C,2003,0.08512435632485418
7193,Justin Hamonic,D,2012,0.08511589376728525
7194,Grant Janes,RW,2014,0.0850977218736891
7195,Bruno Fortin,C,2006,0.08507634223713069
7196,Toliver Bergeron,C,2012,0.08506250318128658
7197,Yanick Charron,C,2004,0.08506245316963593
7198,Taylor MacDougall,C,2008,0.08506217574927552
7199,Hugo Roy,C,2015,0.08505419986838567
7200,Bobby Williams,LW,2004,0.08504979749574443
7201,Maxime Gravel,LW,2008,0.08504441730169425
7202,Anthony Verret,C,2011,0.08504003899638968
7203,Darick Ste-Marie,C,2008,0.08503405305054804
7204,Samuel Villeneuve,F,2003,0.08503332036081376
7205,Marcus Watson,C,2007,0.08503330596774962
7206,Colin MacSween,LW,2014,0.085033305964375
7207,Jonathan Pardy,LW,2008,0.08503080687117423
7208,Justin Dickinson,RW,2013,0.08503080686883596
7209,Pavlo Borysenko,C/LW,2005,0.08502451462003768
7210,Wilson Dumais,LW,2011,0.08502270912506045
7211,Dave Bertrand,F,2005,0.0850149646850134
7212,Steve Bellefleur,LW,2004,0.08501379805443918
7213,Greg Fraser,C,2010,0.08499509456374421
7214,Félix Lefrançois,C,2008,0.08498270687457217
7215,Aaron Brisebois,LW,2017,0.08496985344112135
7216,Pierre-Luc Faubert,F,2004,0.08496866636791506
7217,Joshua Desmarais,LW,2007,0.08496272910914512
7218,Robert Dray,RW,2014,0.08496238667865136
7219,Pierrick Martel,C,2009,0.08494284294850948
7220,Rodney Southam,RW/C,2014,0.08494025015255105
7221,Patrice Demuy,C,2015,0.08493718518270041
7222,Nicholas Vallières-Mayer,C,2009,0.08492509978880192
7223,James Phelan,C,2015,0.08492204705501441
7224,Bretton Stamler,D,2005,0.08491502370500523
7225,Gabriel Fortin,RW/C,2012,0.08488944168353216
7226,Morgan Adams-Moisan,RW,2015,0.08488909512746759
7227,Brad Albert,D,2007,0.08487247699714887
7228,Justin Bélanger,RW,2004,0.08486028436780746
7229,Greg O'Brien,LW,2005,0.08485051429187063
7230,Brent Mackie,D,2005,0.08484865890256613
7231,Simon Courcelles,C,2004,0.08484803022298441
7232,Alexandre Larouche,LW,2011,0.08483395063465315
7233,Philippe Douville,RW,2010,0.08482888405385895
7234,Mathieu Boucher,LW,2007,0.08482888404542761
7235,Marc-Antoine Gagné,F,2017,0.08482888403534694
7236,Joey Sansoni,D,2015,0.08481712338738218
7237,Tyler McKinley,D,2005,0.08480271218692206
7238,Erik Miller,C,2017,0.08478456257881012
7239,Bruno-Pierre Gosselin,C,2006,0.08478267960987004
7240,Alex Pawelczyk,LW,2014,0.08475966396823995
7241,Douglas Blaisdell,D,2015,0.08475338200953368
7242,Christopher Giroux,C/LW,2010,0.08475217903171348
7243,Guy Bélisle,RW,2005,0.08475217278614199
7244,Nicolas Roy,C,2017,0.08473176346467048
7245,Maxime Lacroix,C,2005,0.0847272027278582
7246,Luke Dillman,F,2010,0.08471759499538863
7247,William Blackburn,C,2015,0.08471759499536849
7248,Nicolas Desgroseilliers,C,2016,0.0847164169536147
7249,Aaron Boyd,C,2015,0.08470822322812932
7250,Max Moline,C,2011,0.0847040524959375
7251,Kaden Elder,RW,2016,0.08469296705170279
7252,Charles Poulin,C/LW,2012,0.08469187957796012
7253,Stephen Gaskin,D,2009,0.08467593944318241
7254,Clinton Pettapiece,C,2005,0.08465976989321997
7255,Alexandre Grand-Maison,LW,2012,0.08465222066458489
7256,Lucas Venuto,RW/LW,2012,0.08463862602921038
7257,Josh Wesley,D,2014,0.08462769557479526
7258,Shayne Tremblay,LW,2005,0.0846269137963889
7259,Vincent Lavoie,LW,2016,0.0846218048967218
7260,Austin Crossley,D,2017,0.08462156012528699
7261,Ian Maracle,D,2003,0.08461443704261061
7262,Nathan MacMaster,LW,2010,0.08461106327509205
7263,Yuri Cheremetiev,C/LW,2007,0.08460064902235584
7264,Kristian Afanasyev,C/RW,2016,0.08459782879240324
7265,Kriss Grundmanis,D,2007,0.0845564015645765
7266,Joe Saracini,D,2009,0.08454434795600796
7267,Simon Desbiens,LW,2013,0.08453038772186544
7268,Patrick Bernier,RW,2005,0.08450888629936479
7269,Trevor Waddell,D,2004,0.08450847897983209
7270,Charles-Antoine Giguère,LW,2017,0.08450788060023712
7271,Paul Ciarelli,C,2009,0.0844872340409762
7272,Nikita Radzivilyuk,D,2017,0.08448722247395654
7273,Zachary Shepley,D,2005,0.08447853597219296
7274,Ryan Hastings,D,2003,0.08446141351481011
7275,Nick Plastino,D,2004,0.0844397310386161
7276,Lukus MacKenzie,LW,2017,0.08443896074082803
7277,Brayden Brown,C,2015,0.0844354977211515
7278,Daniel Del Paggio,RW,2015,0.08443343222300656
7279,Ross Johnston,LW,2012,0.08441325223762379
7280,Tyler Hawes,RW,2005,0.08437916593843947
7281,Kris Deines,LW,2003,0.08437574501226357
7282,Matt Stanisz,D,2008,0.08435018057426451
7283,Xavier Désy,RW,2015,0.08434258501568462
7284,Samuel Fortier,RW,2009,0.08434258500712306
7285,Vaclav Fiser,F,2004,0.08434258499654698
7286,Benoit Authier,RW,2006,0.08434258499218344
7287,Jordan King,RW,2016,0.08434258498255891
7288,François Thériault,LW,2005,0.08434071199546853
7289,Marc-André Levasseur,RW,2010,0.08432954424469491
7290,Tysen Dowzak,D,2006,0.08430179484596059
7291,Tommy Samson,C,2008,0.08429778733576465
7292,Nicholas Blanchard,LW,2014,0.08428307353454477
7293,Samuel Blier,LW,2015,0.08426525098088256
7294,Christopher Cameron,D,2017,0.08425830401744855
7295,Olivier Morin,RW,2009,0.08425379083306599
7296,Connor Moynihan,LW/D,2015,0.08424944667969911
7297,Liam Hynes,C/RW,2014,0.08423660879583628
7298,Derek Larade,D,2010,0.08422693331853603
7299,Mathieu Populus,RW,2009,0.08422333222497855
7300,Mathieu Loisel,LW,2008,0.08419959427836497
7301,Raphaël Corriveau,RW,2012,0.0841962176788301
7302,Tommy Déry,RW,2009,0.0841929407389069
7303,Mark Louis,D/RW,2005,0.08418605201582018
7304,Christophe Poirier,RW,2006,0.08418504755788016
7305,Jean-Simon Bélanger,RW,2016,0.08417162610638024
7306,Henrick Lavoie,LW,2006,0.08416046236834773
7307,Ned O'Brien,C,2009,0.08414961912068952
7308,Maxime Lévesque,RW,2011,0.08414242280684783
7309,Éric Louis-Seize,LW,2008,0.0841388740525833
7310,Chris Purves,D,2006,0.08412828344717446
7311,William Cochrane,C,2012,0.08411717663582549
7312,Trevor Mock,LW,2006,0.08411612237736177
7313,Paul Roebothan,RW,2006,0.08411545760382041
7314,Landon Quinney,C,2016,0.08411505646748652
7315,Jérémy Beaudry,D,2012,0.08411491184137757
7316,Felipe Corbo,LW,2011,0.08411238229976789
7317,Artyom Kozitsyn,LW,2003,0.08411202472927454
7318,Shane Harper,RW/LW,2007,0.08411154707842884
7319,Zachary Beaudoin,RW,2014,0.08410603364690669
7320,Chad Pietroniro,C/D,2014,0.08410603363717495
7321,Raphaël Bastille,C,2015,0.08410603362365934
7322,Simon Darveau,RW,2010,0.08409992461570542
7323,Louick Marcotte,RW,2012,0.08409502180335632
7324,Justin Munden,LW,2005,0.0840856175654992
7325,Derek LeBlanc,C,2004,0.08407658270712998
7326,Jean-François Lavoie,C,2014,0.08407602280566723
7327,Jérémy Lépine,C,2014,0.08406968397415329
7328,Antoine Létourneau,D,2010,0.0840687300889256
7329,Mason Gray,C,2013,0.08406447031684708
7330,Chris Van Laren,D,2008,0.08406264885704484
7331,Nathan Tremblay,RW,2016,0.08402851102655631
7332,Clint Filbrandt,D,2013,0.08402330453417328
7333,Sébastien Blouin,C,2005,0.0839937846107059
7334,Kyle Locke,D,2014,0.08398743767321183
7335,Nikita Zaitsev,D,2010,0.0839851262441581
7336,François Lanctôt-Marcotte,RW,2007,0.08398455668880551
7337,Tyler Brown,C/RW,2014,0.0839810642664729
7338,Matt Hallick,C,2007,0.08397779361344171
7339,Dmitri Sergeyev,D,2014,0.08397477925697647
7340,Rob Trzonkowski,RW,2012,0.0839729042413985
7341,Aiden Kelly,C,2011,0.08396743160302034
7342,Colin MacDonald,D,2010,0.08396709404160535
7343,Steven Strong,D,2011,0.08394654884952255
7344,Jérémy Auger,C,2014,0.08394583617625109
7345,Derek Reinhart,D,2005,0.08394397873720613
7346,Alex Gudbranson,D,2012,0.08394391414105468
7347,Antoine Venne,RW,2013,0.08394112545588744
7348,Chris Inglis,F,2006,0.08389907891216322
7349,Austin Douglas,D,2014,0.08389315167718399
7350,Kevin Gadoury,C/RW,2006,0.0838523599914296
7351,Eddy Martin-Whalen,RW,2006,0.08384114453172024
7352,Nicolas Werbik,C,2016,0.08383252694083299
7353,Zach Core,D,2014,0.08381768599608613
7354,Ryan Graham,LW,2005,0.08381749301189423
7355,Kade Pilton,D,2013,0.0838168727634511
7356,Chris Albertini,D,2011,0.08380177296497254
7357,Kenton Helgesen,LW,2012,0.08380155146151394
7358,Alexandre Boivin,RW,2006,0.08379293676578638
7359,Nicolas Leblond,LW,2014,0.08379277161949454
7360,Carl Gervais,LW,2017,0.08377243476536197
7361,Lance Woodman,LW,2004,0.08377151460802088
7362,Louis Lemay,C,2016,0.08377151460802088
7363,Ty Ariss,D,2008,0.0837655893967121
7364,Sawyer Lange,D,2012,0.08376383423631545
7365,Philippe Côté,RW,2005,0.08375880964271037
7366,Brandon Armstrong,D,2017,0.08375154281918223
7367,Dylan Kuczek,D,2012,0.08374937542714907
7368,Shawn Boudreau,LW,2012,0.08374307336075462
7369,Jonathan White,D,2003,0.08373702914763084
7370,Marc-Antoine Massé,F,2016,0.08373346135630053
7371,Jonathan Laberge,C,2005,0.0837296717951396
7372,Adam Jourdain,C,2006,0.08368238184298818
7373,Rémy Lamoureux,LW,2008,0.08367417001129163
7374,Roman Maliník,F,2008,0.08367023468767365
7375,Chris Hawley,D,2003,0.08366205646413244
7376,Michael Kaye,RW,2005,0.08365679524186612
7377,Anthony Wojcik,LW,2016,0.08364630817325677
7378,Ryan Murphy,C,2004,0.08364036514707252
7379,Aaron Borejko,D,2009,0.0836326628291966
7380,Ryan Aasman,D,2010,0.08362088514582569
7381,Corey Courchene,LW,2004,0.08359126967403947
7382,Adam Stevens,C,2012,0.08358790000068549
7383,Marc-André Julien,RW,2007,0.08358512688997807
7384,Jason Caron,LW,2006,0.08358289643757902
7385,Brad Pawlowski,D,2007,0.08357901592559389
7386,David Cliche,RW,2008,0.08357474519673724
7387,Philip Richer,C,2009,0.08354850932167336
7388,Taylor Egan,D,2016,0.08352575494316151
7389,Étienne Grandmont,RW,2004,0.08352548283329195
7390,Nicolas Jones-Gagné,LW,2015,0.08352033894825225
7391,Christian Landry,RW,2006,0.08347984044350555
7392,Jérémy Gouchie,LW,2008,0.08343970210782282
7393,Kevin Turgeon,LW,2004,0.08342854913230566
7394,Joey Haddad,LW,2007,0.08342439948074348
7395,Sergei Boikov,D,2014,0.08341795573535732
7396,Kyle Dilosa,LW,2009,0.08341487911313883
7397,Anthony Pototschnik,RW,2005,0.08341487695862594
7398,Dominik Blain-Dupuis,C,2016,0.08341486974497789
7399,Samuel L'Italien,C,2016,0.0833877738481223
7400,Alexandre Roy,LW,2011,0.08338708772479622
7401,John Ryder,D,2007,0.08337981171238852
7402,Redgie Bois,D,2012,0.08337731663889723
7403,Antoine Quevillon,RW,2010,0.08336951970163406
7404,Derrick Johnson,D,2016,0.0833662418430003
7405,Jace Coyle,D,2008,0.08336181884963911
7406,Leonard Puterman,D,2005,0.08335215806453758
7407,Michael Lyle,F,2013,0.08334477011641353
7408,Charles Taillon,LW,2017,0.08333935477205391
7409,Filip Vasko,LW/RW,2012,0.08333240434418979
7410,Taylor Davis,D,2013,0.0833088530077457
7411,Guillaume Mailloux,LW,2006,0.08330172538796932
7412,Lyle Van Wieren,D,2005,0.08325564211096509
7413,Tom Pajonkowski,D,2015,0.08325564211096509
7414,Jonathan Rochon,D,2008,0.08325564211096509
7415,Bryce O'Brien,D,2016,0.08325564211096509
7416,Dave Plante,RW,2006,0.08322128783566622
7417,Gabriel Boies,C,2004,0.08321718177370549
7418,Dylan Di Perna,D,2014,0.0832143630665069
7419,Brandon Street,C,2009,0.08321060005364479
7420,David Millen,D,2004,0.08320248267766722
7421,Julien Béliveau,D,2013,0.08320248267766722
7422,Dominic Caron,D,2006,0.08320248267766722
7423,Josh Desmond,D,2011,0.08320248267766722
7424,Jacob Boucher,D,2017,0.08320248267766722
7425,Shawn Morgan,D,2014,0.08320248267766722
7426,Ryan Matheson,D,2009,0.08320248267766722
7427,Maxime Fournier,D,2015,0.08320248267766722
7428,Matt Graham,D,2003,0.08320248267766722
7429,Igor Galygin,D,2017,0.08320248267766722
7430,Tristan Mercure,D,2017,0.08320248267766722
7431,Ted Stephens,C,2008,0.08319556664045676
7432,Vincent Montreuil,RW,2011,0.08319413023372554
7433,Samuel Leblanc,F,2014,0.08318058248115696
7434,Frédéric Tanguay,LW,2010,0.08317883435430673
7435,Alexandre Carrier,C,2011,0.08317583534670361
7436,Riley Guenther,D,2012,0.0831740335958725
7437,Alexandre Delisle-Houde,RW,2014,0.08317375423364327
7438,Yanick Turcotte,LW,2014,0.08310697869069239
